word,won,wrong_guesses,repeated_guesses,total_guesses,guesses
tryphosa,False,6,0,11,"['a', 'i', 'n', 'o', 'r', 'e', 't', 'l', 'c', 's', 'm']"
unbowing,False,6,0,9,"['a', 'e', 'i', 't', 'n', 'o', 'r', 's', 'l']"
heaving,False,6,0,11,"['e', 'r', 'a', 'i', 't', 'n', 'l', 's', 'd', 'g', 'f']"
puffery,False,6,0,8,"['e', 'a', 't', 'r', 'i', 'o', 'n', 'c']"
lenitiveness,False,6,0,12,"['e', 'r', 'n', 't', 'a', 's', 'i', 'l', 'c', 'd', 'o', 'm']"
shutter,True,5,0,11,"['e', 'r', 'i', 't', 'a', 's', 'n', 'o', 'u', 'c', 'h']"
cyanate,False,6,0,11,"['e', 'a', 't', 'r', 'l', 'n', 'i', 'c', 'h', 'o', 'u']"
phascogale,False,6,0,14,"['i', 'e', 'a', 't', 'r', 'n', 'l', 'c', 'o', 'm', 's', 'p', 'h', 'u']"
dishwiping,False,6,0,9,"['i', 't', 'n', 'a', 's', 'r', 'l', 'c', 'e']"
thicketful,False,6,0,13,"['i', 'e', 'n', 't', 'r', 'a', 'o', 'l', 's', 'c', 'h', 'u', 'd']"
nitrosification,False,6,0,14,"['a', 'e', 'i', 't', 'n', 'o', 'r', 'l', 'c', 's', 'd', 'm', 'p', 'h']"
whatreck,False,6,0,12,"['a', 'e', 'r', 't', 'n', 's', 'l', 'i', 'c', 'o', 'h', 'p']"
politicalism,True,5,0,14,"['e', 'i', 'n', 't', 's', 'r', 'l', 'a', 'c', 'o', 'p', 'y', 'h', 'm']"
pulsimeter,False,6,0,13,"['i', 'a', 'e', 'r', 't', 'n', 'l', 'o', 's', 'c', 'p', 'h', 'd']"
antheia,True,1,0,7,"['e', 'a', 'r', 'n', 't', 'i', 'h']"
corin,True,4,0,9,"['a', 'e', 'i', 't', 'r', 'n', 'o', 'b', 'c']"
armchaired,True,5,0,13,"['i', 'a', 'e', 'n', 'r', 't', 'o', 'l', 's', 'c', 'm', 'h', 'd']"
unsupplicated,True,2,0,13,"['e', 'i', 'n', 'a', 't', 'r', 's', 'o', 'c', 'l', 'u', 'd', 'p']"
bleakly,False,6,0,11,"['e', 'r', 'a', 'o', 'n', 't', 'l', 'i', 'b', 'y', 'c']"
derah,False,6,0,10,"['a', 'e', 'r', 't', 'l', 'n', 'c', 'm', 'h', 's']"
titubancy,False,6,0,11,"['i', 'e', 'a', 't', 'r', 'n', 'o', 'l', 'c', 'h', 'm']"
mejorana,False,6,0,12,"['a', 'e', 'r', 't', 'n', 's', 'l', 'c', 'd', 'o', 'm', 'i']"
halibuter,False,6,0,12,"['i', 'e', 'n', 'a', 't', 'r', 'l', 's', 'c', 'o', 'm', 'p']"
nereid,True,4,0,9,"['e', 'r', 't', 'n', 's', 'a', 'l', 'd', 'i']"
malacophonous,True,4,0,14,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o', 'c', 's', 'u', 'p', 'h', 'm']"
juniority,False,6,0,12,"['i', 't', 'e', 'a', 'r', 'o', 'l', 'n', 'u', 's', 'h', 'c']"
preobligate,False,6,0,14,"['e', 't', 'a', 'r', 'n', 'o', 'i', 'c', 'l', 's', 'p', 'm', 'u', 'd']"
fusilier,False,6,0,12,"['a', 'e', 'r', 'i', 't', 'n', 'l', 's', 'u', 'o', 'c', 'b']"
frecklish,False,6,0,13,"['i', 'e', 'n', 't', 'r', 'a', 'l', 's', 'o', 'c', 'u', 'h', 'p']"
haloa,False,6,0,8,"['a', 'r', 'l', 'i', 'e', 't', 'c', 'n']"
stupe,False,6,0,7,"['a', 'e', 'i', 'o', 'r', 'n', 'd']"
tanghan,False,6,0,9,"['e', 'a', 't', 'n', 'i', 'r', 'c', 'l', 'o']"
unsuggestive,False,6,0,11,"['e', 'r', 't', 'i', 'n', 'a', 's', 'o', 'l', 'c', 'p']"
nitrolime,True,5,0,13,"['i', 'n', 'a', 't', 'e', 'r', 'l', 'o', 's', 'c', 'd', 'g', 'm']"
dactylioglyphtic,False,6,0,14,"['i', 'a', 't', 'n', 's', 'e', 'r', 'c', 'o', 'l', 'u', 'p', 'h', 'm']"
ripieno,False,6,0,11,"['e', 'a', 't', 'r', 'n', 'o', 'i', 's', 'c', 'l', 'd']"
oversour,False,6,0,9,"['a', 'e', 'i', 't', 'r', 'o', 'n', 'l', 'c']"
wrasse,False,6,0,10,"['e', 'a', 'i', 't', 'l', 'r', 'n', 'o', 's', 'p']"
pseudoparenchymatous,True,3,0,17,"['o', 'i', 'e', 'r', 'n', 't', 'a', 'l', 'c', 's', 'u', 'p', 'h', 'm', 'b', 'y', 'd']"
verderership,False,6,0,10,"['e', 'r', 'i', 't', 'n', 'a', 'l', 's', 'c', 'o']"
noninstrumental,True,0,0,11,"['a', 'e', 'r', 'i', 't', 'n', 'o', 's', 'l', 'm', 'u']"
thlingchadinne,True,3,0,13,"['o', 'e', 'i', 't', 'n', 'r', 'a', 'l', 'c', 'h', 's', 'd', 'g']"
proximal,False,6,0,12,"['a', 'e', 'r', 't', 'n', 'i', 'l', 'o', 'c', 's', 'm', 'u']"
unplacid,False,6,0,13,"['a', 'e', 'r', 'n', 't', 'l', 'i', 'o', 'c', 's', 'u', 'd', 'b']"
belgravian,False,6,0,12,"['i', 'e', 't', 'n', 'r', 'a', 'l', 'o', 's', 'c', 'p', 'd']"
timefulness,False,6,0,12,"['e', 'r', 'n', 'a', 't', 'i', 's', 'o', 'l', 'c', 'd', 'p']"
microscopic,False,6,0,12,"['e', 'a', 'i', 't', 'n', 's', 'c', 'r', 'o', 'l', 'm', 'd']"
fishyard,False,6,0,10,"['a', 'e', 'r', 'i', 't', 'n', 'l', 'o', 's', 'm']"
shockingly,False,6,0,15,"['i', 'e', 'a', 'o', 'n', 't', 'r', 'l', 'c', 'h', 's', 'd', 'y', 'g', 'u']"
metier,False,6,0,10,"['e', 'r', 't', 'i', 'l', 'n', 's', 'p', 'd', 'g']"
enbrave,False,6,0,10,"['e', 'r', 'a', 't', 'n', 'l', 'c', 'i', 'o', 'd']"
forejudge,False,6,0,9,"['i', 'e', 'r', 'a', 't', 'n', 'l', 'o', 's']"
epithalamion,True,4,0,14,"['e', 'i', 'n', 'a', 't', 'r', 'l', 'o', 's', 'c', 'm', 'h', 'd', 'p']"
unapplied,False,6,0,13,"['i', 'e', 'r', 't', 'n', 'a', 'l', 'o', 's', 'u', 'c', 'd', 'b']"
opsiometer,True,4,0,12,"['i', 'a', 'e', 'r', 't', 'n', 'l', 's', 'o', 'u', 'm', 'p']"
posthetomy,False,6,0,10,"['i', 'e', 'a', 'o', 'r', 'n', 't', 's', 'l', 'c']"
ropedancing,True,4,0,14,"['e', 'a', 'r', 'i', 't', 'n', 'l', 's', 'o', 'd', 'c', 'm', 'g', 'p']"
ticker,False,6,0,11,"['e', 'r', 'a', 'i', 't', 'n', 'c', 'u', 'o', 'm', 'l']"
cloghad,False,6,0,9,"['e', 'a', 'r', 'n', 't', 'l', 'i', 'o', 'm']"
january,False,6,0,9,"['e', 'a', 'n', 't', 'r', 'i', 'c', 'l', 'o']"
wineglassful,False,6,0,13,"['e', 'i', 't', 'n', 'r', 's', 'a', 'l', 'o', 'u', 'c', 'd', 'p']"
carbuncle,False,6,0,13,"['i', 'e', 'a', 't', 'r', 'l', 'o', 'u', 'c', 'n', 's', 'm', 'd']"
tiphia,False,6,0,9,"['e', 'a', 'i', 't', 'n', 's', 'l', 'r', 'c']"
negativer,False,6,0,12,"['i', 'e', 'r', 't', 'n', 's', 'a', 'l', 'c', 'm', 'd', 'o']"
circumcorneal,True,3,0,13,"['e', 'a', 't', 'n', 'i', 'o', 'r', 'l', 'c', 'h', 's', 'u', 'm']"
lifelessly,False,6,0,10,"['i', 'e', 'r', 't', 'n', 's', 'l', 'a', 'c', 'o']"
stunpoll,False,6,0,12,"['a', 'e', 'i', 'o', 'n', 'l', 't', 'r', 's', 'c', 'u', 'g']"
neurone,False,6,0,10,"['e', 'r', 'a', 'n', 'i', 'o', 't', 's', 'd', 'l']"
intrapsychic,True,5,0,15,"['e', 'i', 'a', 'n', 't', 'r', 'l', 's', 'c', 'o', 'h', 'u', 'p', 'm', 'y']"
lethocerus,True,3,0,12,"['i', 'e', 'r', 'a', 't', 'n', 'l', 'o', 's', 'c', 'u', 'h']"
elementarily,True,3,0,12,"['e', 'r', 'a', 'n', 't', 's', 'l', 'i', 'd', 'c', 'm', 'y']"
ecardinal,True,4,0,12,"['i', 'e', 'a', 'n', 'r', 't', 'l', 'o', 's', 'm', 'd', 'c']"
denazify,False,6,0,10,"['a', 'e', 'r', 'o', 't', 'n', 'l', 's', 'i', 'c']"
unconceited,True,3,0,11,"['e', 'r', 'i', 'n', 't', 'a', 'o', 'c', 's', 'u', 'd']"
myoplastic,False,6,0,15,"['i', 'e', 'r', 'a', 't', 'n', 's', 'c', 'l', 'o', 'p', 'h', 'u', 'm', 'b']"
impingent,False,6,0,10,"['i', 'a', 'n', 'e', 't', 'r', 'l', 's', 'c', 'd']"
underbutler,False,6,0,13,"['e', 'r', 'a', 'i', 't', 'n', 'o', 's', 'l', 'c', 'u', 'd', 'm']"
unforwarded,False,6,0,13,"['e', 'a', 'r', 'i', 't', 'o', 'n', 'l', 'c', 's', 'd', 'u', 'm']"
yamanai,False,6,0,9,"['e', 'a', 't', 'r', 'l', 'n', 'c', 'm', 's']"
coglorify,False,6,0,11,"['i', 'e', 'a', 'n', 't', 'r', 'o', 'c', 's', 'l', 'u']"
deparliament,True,2,0,12,"['e', 'r', 'a', 't', 'n', 'l', 'c', 'i', 's', 'm', 'd', 'p']"
nassau,False,6,0,8,"['e', 'a', 'n', 't', 'r', 'l', 'c', 'i']"
spatterdock,False,6,0,14,"['e', 'a', 'r', 'i', 't', 'o', 'n', 'l', 'c', 'h', 'm', 's', 'p', 'y']"
lactucin,True,5,0,12,"['a', 'e', 'r', 'i', 'n', 't', 'l', 's', 'o', 'c', 'h', 'u']"
middorsal,True,4,0,12,"['i', 'e', 'a', 'r', 't', 'o', 'n', 'l', 'c', 's', 'm', 'd']"
hoverly,False,6,0,10,"['e', 'r', 'a', 'i', 'n', 's', 't', 'l', 'o', 'm']"
superstitionless,True,2,0,12,"['i', 'a', 'o', 'n', 't', 'e', 'r', 's', 'l', 'h', 'p', 'u']"
parathion,True,4,0,12,"['i', 'e', 'a', 'n', 't', 'r', 'o', 'l', 'h', 'c', 'm', 'p']"
pasturer,False,6,0,11,"['a', 'e', 'r', 't', 'i', 'n', 'l', 'o', 's', 'h', 'c']"
ureterocele,True,3,0,10,"['e', 'r', 't', 'a', 'n', 'l', 'o', 'p', 'c', 'u']"
overslavish,False,6,0,12,"['e', 'a', 'i', 't', 'n', 'r', 'l', 's', 'c', 'm', 'p', 'd']"
sonlikeness,False,6,0,12,"['e', 'r', 'n', 'a', 't', 'i', 's', 'o', 'l', 'c', 'd', 'm']"
affinitatively,False,6,0,12,"['o', 'e', 'i', 'n', 't', 'r', 's', 'a', 'l', 'c', 'd', 'm']"
prioracy,False,6,0,11,"['a', 'e', 'r', 'o', 't', 'n', 'i', 'l', 's', 'c', 'h']"
thistled,True,4,0,11,"['a', 'e', 'r', 'n', 't', 'i', 's', 'l', 'd', 'o', 'h']"
untransacted,True,3,0,12,"['e', 'a', 'r', 't', 'n', 'i', 's', 'l', 'o', 'c', 'u', 'd']"
foddering,False,6,0,13,"['i', 'e', 'n', 'r', 't', 'a', 'l', 's', 'c', 'd', 'o', 'g', 'm']"
orderable,False,6,0,12,"['i', 'e', 'r', 'a', 't', 'n', 'l', 'o', 'c', 's', 'b', 'm']"
parorexia,False,6,0,11,"['i', 'a', 't', 'r', 'e', 'o', 'n', 'l', 's', 'd', 'm']"
centrifugalize,False,6,0,14,"['o', 'e', 't', 'i', 'n', 'r', 'l', 'a', 's', 'c', 'd', 'm', 'p', 'h']"
marguerite,False,6,0,12,"['i', 'e', 't', 'r', 'a', 'l', 'n', 'o', 'c', 'm', 's', 'd']"
mainpernable,True,5,0,14,"['e', 't', 'r', 'i', 'n', 'l', 'a', 'c', 's', 'o', 'd', 'p', 'b', 'm']"
propliopithecus,True,3,0,14,"['a', 'e', 'i', 't', 'r', 'n', 'o', 'l', 's', 'u', 'p', 'h', 'd', 'c']"
postdiagnostic,False,6,0,14,"['o', 'e', 'i', 'n', 't', 'a', 'r', 's', 'l', 'c', 'h', 'u', 'p', 'm']"
jarvey,False,6,0,9,"['e', 'r', 'a', 't', 'l', 'n', 'i', 'd', 'h']"
maytide,False,6,0,11,"['e', 'a', 'r', 'l', 't', 'i', 'n', 's', 'c', 'm', 'p']"
oystershell,False,6,0,12,"['e', 'r', 'a', 't', 'n', 's', 'i', 'l', 'u', 'o', 'p', 'm']"
raptatory,False,6,0,10,"['i', 'e', 'a', 't', 'r', 'o', 'n', 's', 'l', 'c']"
pollinar,True,3,0,10,"['a', 'e', 'r', 'i', 'n', 't', 'l', 'o', 'c', 'p']"
impeccant,True,5,0,13,"['i', 'e', 'r', 'n', 'a', 't', 'l', 's', 'c', 'o', 'd', 'm', 'p']"
unpermitting,False,6,0,11,"['e', 'i', 'n', 't', 'r', 'a', 'o', 'l', 's', 'd', 'c']"
tinworker,False,6,0,12,"['i', 'e', 't', 'n', 'r', 'a', 'o', 'l', 'c', 'd', 's', 'm']"
horseman,False,6,0,13,"['a', 'e', 'r', 't', 'n', 'o', 'i', 'l', 'c', 's', 'm', 'p', 'b']"
loaf,False,6,0,8,"['a', 't', 'e', 'i', 'n', 'r', 'o', 'c']"
phylogerontism,True,4,0,17,"['o', 'i', 'n', 't', 'r', 'e', 's', 'l', 'a', 'p', 'c', 'u', 'h', 'm', 'd', 'g', 'y']"
screw,False,6,0,10,"['a', 'e', 'r', 'o', 't', 'n', 's', 'i', 'c', 'd']"
flong,False,6,0,10,"['a', 'e', 'i', 'o', 'l', 'n', 't', 'g', 'b', 'u']"
bloodleaf,False,6,0,10,"['i', 'e', 'a', 't', 'n', 'r', 'l', 'o', 's', 'u']"
nonstatistical,True,0,0,8,"['o', 'i', 'n', 't', 'a', 's', 'l', 'c']"
glossotherium,False,6,0,15,"['e', 'i', 'n', 't', 'r', 'a', 's', 'o', 'l', 'c', 'h', 'u', 'p', 'y', 'b']"
theologicopolitical,False,6,0,15,"['o', 'i', 'n', 't', 'r', 'l', 'c', 'e', 'a', 'h', 'm', 's', 'p', 'd', 'u']"
cherishing,True,3,0,11,"['i', 't', 'n', 'e', 'r', 's', 'l', 'a', 'c', 'h', 'g']"
polinices,True,3,0,11,"['i', 'n', 'e', 't', 'r', 's', 'l', 'a', 'c', 'o', 'p']"
wondrousness,False,6,0,13,"['e', 'o', 'r', 'n', 'a', 'i', 't', 's', 'u', 'c', 'p', 'd', 'l']"
juxtatropical,False,6,0,15,"['e', 'i', 'a', 't', 'n', 'r', 's', 'l', 'o', 'c', 'p', 'u', 'm', 'b', 'd']"
fascioliasis,False,6,0,12,"['e', 'i', 't', 'n', 's', 'a', 'r', 'l', 'c', 'o', 'p', 'm']"
flabelliform,False,6,0,12,"['e', 'a', 'r', 't', 'n', 'i', 'l', 'o', 'c', 's', 'p', 'd']"
apotropaic,True,5,0,12,"['i', 'e', 'r', 't', 'a', 'n', 's', 'l', 'c', 'o', 'm', 'p']"
melanilin,False,6,0,11,"['i', 't', 'r', 'n', 'a', 'l', 'e', 's', 'p', 'd', 'c']"
monogenist,False,6,0,13,"['i', 'e', 'n', 'a', 't', 'o', 's', 'r', 'l', 'c', 'p', 'm', 'd']"
uncrystaled,True,2,0,13,"['e', 'a', 'r', 't', 'n', 'i', 'o', 's', 'l', 'u', 'd', 'c', 'y']"
scybalum,False,6,0,8,"['a', 'e', 'r', 'n', 't', 'l', 'i', 'o']"
cathartolinum,True,5,0,16,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o', 'c', 's', 'h', 'g', 'd', 'y', 'u', 'm']"
jynginae,False,6,0,10,"['a', 'e', 'i', 'o', 'n', 't', 'r', 'u', 'l', 's']"
knit,False,6,0,9,"['a', 'e', 'o', 'i', 'n', 'c', 's', 't', 'u']"
watchmanship,False,6,0,15,"['e', 'i', 'a', 't', 'r', 'n', 'c', 'l', 's', 'o', 'h', 'm', 'd', 'p', 'u']"
howadji,False,6,0,8,"['e', 'a', 'i', 't', 'r', 'l', 'n', 's']"
reproachingly,True,4,0,16,"['e', 'r', 'a', 'i', 't', 'n', 'l', 'o', 's', 'c', 'd', 'u', 'p', 'y', 'h', 'g']"
bemole,False,6,0,8,"['e', 'r', 't', 'l', 'a', 'n', 's', 'd']"
matral,True,3,0,8,"['e', 'a', 'n', 't', 'r', 'l', 'c', 'm']"
pretense,False,6,0,10,"['a', 'e', 'r', 't', 'n', 'o', 'c', 'i', 'l', 'd']"
telemechanic,True,3,0,12,"['e', 'r', 'n', 't', 'a', 's', 'l', 'i', 'c', 'h', 'd', 'm']"
equiexcellency,False,6,0,9,"['o', 'e', 'r', 'n', 't', 's', 'l', 'a', 'd']"
acidness,True,5,0,12,"['a', 'e', 'r', 'n', 'i', 't', 'l', 's', 'o', 'c', 'u', 'd']"
contusive,True,4,0,13,"['i', 'e', 'n', 'a', 't', 'r', 'o', 'l', 's', 'c', 'd', 'u', 'v']"
gaumish,False,6,0,10,"['e', 'a', 'r', 'i', 'n', 'l', 't', 's', 'h', 'b']"
kraft,False,6,0,9,"['a', 'e', 't', 'r', 'n', 's', 'i', 'l', 'x']"
volumometrical,False,6,0,16,"['o', 'i', 'n', 't', 'r', 's', 'c', 'a', 'l', 'e', 'p', 'm', 'u', 'h', 'd', 'b']"
interdrink,False,6,0,12,"['i', 'a', 'n', 'e', 't', 'r', 'o', 'c', 'g', 'd', 's', 'y']"
wealthiness,False,6,0,14,"['e', 'r', 'n', 'a', 't', 'i', 'l', 's', 'h', 'p', 'c', 'd', 'm', 'v']"
acicularly,False,6,0,12,"['i', 'e', 'a', 't', 'n', 'l', 'r', 'o', 's', 'c', 'y', 'h']"
platypodia,False,6,0,12,"['i', 'e', 'r', 'a', 't', 'o', 'n', 'l', 'c', 's', 'p', 'm']"
pothook,False,6,0,8,"['e', 'a', 'o', 'n', 'r', 't', 'i', 'l']"
diamondwise,False,6,0,14,"['e', 'i', 't', 'n', 'a', 'r', 'l', 's', 'o', 'c', 'd', 'm', 'h', 'p']"
misassert,True,4,0,11,"['i', 'e', 'a', 'r', 't', 'n', 'l', 'c', 's', 'd', 'm']"
recrystallization,False,6,0,16,"['e', 'i', 't', 'a', 'n', 'r', 'o', 's', 'l', 'c', 'm', 'u', 'd', 'p', 'h', 'g']"
rabelaisianism,True,5,0,14,"['o', 'e', 'a', 't', 'r', 'n', 'l', 'i', 's', 'c', 'm', 'p', 'd', 'b']"
sedition,True,3,0,10,"['a', 'e', 'r', 'i', 't', 'n', 's', 'o', 'l', 'd']"
pelomedusidae,True,4,0,14,"['e', 'r', 't', 'a', 'n', 'l', 'i', 's', 'c', 'o', 'm', 'd', 'u', 'p']"
paraparesis,True,5,0,11,"['e', 'r', 'a', 'i', 't', 'n', 'l', 'c', 's', 'm', 'p']"
sanctifier,False,6,0,14,"['i', 'a', 't', 'n', 's', 'e', 'r', 'c', 'l', 'd', 'o', 'm', 'p', 'h']"
jennifer,False,6,0,10,"['a', 'e', 'r', 'n', 't', 'l', 'i', 's', 'c', 'd']"
shotless,True,5,0,11,"['a', 'e', 'r', 't', 'n', 'l', 's', 'i', 'o', 'c', 'h']"
tracheobronchitis,False,6,0,16,"['e', 'i', 't', 'o', 'n', 'r', 'a', 'l', 's', 'c', 'h', 'p', 'u', 'm', 'g', 'd']"
maspiter,True,5,0,13,"['a', 'e', 'r', 't', 'n', 'l', 's', 'i', 'c', 'm', 'h', 'o', 'p']"
perorator,True,4,0,10,"['i', 'e', 'a', 't', 'r', 'o', 'l', 'n', 's', 'p']"
octandria,True,4,0,12,"['i', 'a', 't', 'n', 'e', 's', 'o', 'r', 'u', 'c', 'g', 'd']"
clipei,False,6,0,9,"['e', 'r', 'a', 'n', 't', 'l', 'i', 's', 'o']"
gemmiferous,False,6,0,11,"['e', 'r', 'a', 'i', 't', 'n', 'l', 's', 'o', 'c', 'd']"
photoreception,True,3,0,12,"['o', 'i', 'n', 'r', 't', 'a', 'e', 's', 'l', 'c', 'p', 'h']"
disparagement,True,3,0,14,"['e', 'r', 'a', 'n', 't', 'l', 's', 'i', 'c', 'm', 'p', 'd', 'b', 'g']"
upvomit,False,6,0,10,"['e', 'a', 'o', 'r', 't', 'n', 'i', 'l', 'p', 'd']"
uninterrogated,True,5,0,15,"['o', 'i', 'n', 'e', 'r', 't', 'a', 's', 'l', 'c', 'u', 'm', 'd', 'p', 'g']"
fullmouth,False,6,0,8,"['i', 'e', 'a', 'o', 'r', 'n', 't', 's']"
evangeliarium,False,6,0,13,"['e', 'r', 'a', 'i', 'n', 't', 's', 'l', 'c', 'd', 'o', 'm', 'p']"
pattener,True,4,0,10,"['a', 'e', 'r', 't', 'n', 'c', 'l', 'm', 'i', 'p']"
pomposity,False,6,0,9,"['i', 'e', 'a', 'n', 't', 'r', 'l', 'o', 'c']"
unserrated,True,2,0,10,"['i', 'e', 'n', 'a', 'r', 't', 's', 'o', 'u', 'd']"
afternoons,False,6,0,13,"['i', 'e', 'a', 'n', 't', 'o', 'r', 's', 'l', 'c', 'u', 'p', 'b']"
usnic,True,5,0,10,"['a', 'e', 'i', 't', 'r', 'n', 'o', 'u', 's', 'c']"
ergotamine,False,6,0,14,"['i', 'e', 'n', 'r', 't', 'a', 'l', 's', 'o', 'c', 'm', 'p', 'h', 'd']"
roughshod,False,6,0,8,"['i', 'e', 'a', 'o', 'n', 'r', 'l', 't']"
separatical,True,3,0,12,"['e', 't', 'i', 'a', 'r', 'n', 'l', 'c', 's', 'm', 'd', 'p']"
nongremial,True,4,0,13,"['i', 'e', 'n', 'a', 't', 'r', 'o', 'l', 's', 'd', 'c', 'g', 'm']"
cornic,True,3,0,8,"['e', 'a', 'o', 'r', 'i', 't', 'n', 'c']"
uranophotography,True,5,0,15,"['i', 'e', 'o', 'r', 'n', 'a', 't', 'l', 's', 'p', 'h', 'u', 'y', 'c', 'g']"
condisciple,True,5,0,14,"['e', 'i', 't', 'n', 'a', 'o', 'r', 'l', 'c', 's', 'd', 'b', 'u', 'p']"
cabassou,False,6,0,8,"['a', 't', 'r', 'e', 'l', 'n', 'c', 'i']"
cervix,False,6,0,9,"['e', 'r', 'a', 'i', 'l', 't', 'n', 's', 'o']"
locomobility,False,6,0,12,"['e', 'i', 'n', 't', 'r', 'a', 's', 'l', 'o', 'c', 'm', 'h']"
sexagesimals,False,6,0,12,"['e', 'r', 'n', 't', 's', 'i', 'a', 'l', 'c', 'm', 'd', 'p']"
submedian,True,5,0,14,"['i', 'e', 'n', 't', 'a', 'r', 'l', 's', 'd', 'o', 'm', 'u', 'c', 'b']"
processionalist,True,1,0,12,"['a', 'e', 'i', 't', 'n', 'r', 's', 'o', 'l', 'p', 'm', 'c']"
fichteanism,False,6,0,15,"['e', 'a', 't', 'i', 'n', 's', 'c', 'r', 'o', 'h', 'l', 'm', 'p', 'd', 'u']"
spikeweed,False,6,0,10,"['i', 'e', 'r', 'n', 't', 's', 'l', 'd', 'c', 'a']"
exoenzyme,False,6,0,8,"['i', 'e', 'r', 'n', 't', 'l', 's', 'a']"
typeset,False,6,0,9,"['e', 'r', 'n', 't', 'l', 'i', 'a', 's', 'o']"
necessity,False,6,0,11,"['i', 'e', 'r', 'n', 't', 'l', 's', 'a', 'd', 'h', 'm']"
disclimax,False,6,0,13,"['i', 't', 'n', 'a', 'r', 'l', 'c', 's', 'd', 'e', 'm', 'b', 'y']"
whyness,False,6,0,9,"['e', 'a', 't', 'r', 'n', 's', 'i', 'o', 'u']"
sexivalence,False,6,0,13,"['e', 'r', 'i', 't', 'n', 'l', 's', 'a', 'c', 'd', 'm', 'o', 'p']"
squinting,False,6,0,10,"['i', 't', 'a', 'n', 'e', 'r', 's', 'o', 'l', 'c']"
snowlike,False,6,0,12,"['a', 'e', 'n', 'i', 't', 'o', 'r', 's', 'l', 'c', 'd', 'm']"
deiparous,True,5,0,14,"['i', 'e', 'a', 't', 'n', 's', 'l', 'r', 'o', 'c', 'm', 'u', 'p', 'd']"
lobcock,False,6,0,8,"['e', 'a', 'o', 'r', 's', 'n', 'l', 't']"
supervisorial,False,6,0,15,"['e', 'i', 'n', 't', 'r', 'a', 'l', 'o', 'c', 's', 'm', 'h', 'p', 'u', 'd']"
cerebrocardiac,False,6,0,13,"['o', 'i', 'n', 'a', 't', 'r', 'e', 'l', 's', 'c', 'd', 'p', 'u']"
calicut,False,6,0,11,"['e', 'a', 'r', 'i', 't', 'n', 'l', 's', 'c', 'o', 'h']"
sphericist,True,3,0,11,"['i', 'a', 'n', 't', 's', 'r', 'e', 'l', 'c', 'h', 'p']"
substitute,False,6,0,11,"['i', 'e', 'a', 't', 'o', 's', 'n', 'r', 'u', 'l', 'm']"
corporator,False,6,0,11,"['i', 'e', 'a', 'o', 'r', 't', 'c', 'n', 'l', 'm', 'h']"
undernatural,True,2,0,10,"['e', 'i', 'a', 'r', 't', 'n', 'o', 'l', 'u', 'd']"
anywhen,False,6,0,9,"['e', 'r', 'a', 't', 'n', 'i', 'l', 'd', 'o']"
shivaism,False,6,0,9,"['a', 'e', 'r', 'n', 't', 'l', 's', 'i', 'c']"
triterpene,False,6,0,11,"['i', 'e', 'r', 't', 'n', 'a', 'l', 'o', 's', 'd', 'm']"
untravestied,False,6,0,15,"['e', 'r', 'a', 't', 'n', 'i', 's', 'l', 'c', 'o', 'd', 'u', 'm', 'p', 'g']"
spinigrade,False,6,0,14,"['i', 'a', 't', 'n', 'r', 'e', 'l', 's', 'c', 'o', 'p', 'd', 'u', 'm']"
cuke,False,6,0,7,"['a', 'e', 't', 'o', 'r', 'l', 'p']"
snerp,False,6,0,9,"['a', 'e', 't', 'r', 'o', 'n', 'i', 'u', 'k']"
resisting,True,2,0,9,"['i', 't', 'a', 'n', 's', 'e', 'r', 'd', 'g']"
eurite,True,5,0,10,"['e', 'a', 'r', 'o', 'n', 't', 'i', 's', 'd', 'u']"
predeterminative,True,4,0,14,"['i', 'a', 't', 'e', 'n', 'r', 's', 'l', 'o', 'c', 'd', 'p', 'm', 'v']"
mulctative,False,6,0,12,"['i', 'e', 't', 'a', 'n', 's', 'c', 'r', 'l', 'o', 'p', 'd']"
colander,True,2,0,10,"['a', 'e', 'r', 'i', 'l', 'n', 't', 'o', 'c', 'd']"
asexualize,False,6,0,11,"['i', 'e', 'n', 't', 'r', 'l', 'a', 's', 'c', 'd', 'o']"
autoallogamy,False,6,0,9,"['e', 'i', 'a', 't', 'n', 'r', 'l', 's', 'c']"
olcha,False,6,0,10,"['a', 'i', 'e', 'o', 'r', 'n', 'l', 'c', 'g', 'u']"
pneumographic,True,3,0,15,"['e', 'i', 'n', 'a', 't', 'r', 'o', 'l', 's', 'c', 'p', 'h', 'm', 'u', 'g']"
loathsomely,True,5,0,14,"['e', 'a', 'r', 'n', 't', 'i', 'l', 'o', 'c', 's', 'u', 'm', 'y', 'h']"
patinate,True,4,0,10,"['a', 't', 'e', 'i', 'n', 'r', 'c', 'l', 'm', 'p']"
glaucium,False,6,0,10,"['a', 'e', 'i', 'n', 'l', 't', 'r', 's', 'c', 'o']"
twatchel,False,6,0,12,"['a', 'e', 'r', 't', 'i', 'n', 'l', 'o', 'h', 'c', 'm', 'u']"
apopetalous,True,5,0,13,"['e', 'i', 'a', 'n', 'r', 't', 'l', 's', 'o', 'c', 'u', 'm', 'p']"
centrode,True,5,0,12,"['a', 'e', 'r', 'o', 'n', 't', 'l', 's', 'm', 'p', 'd', 'c']"
